item,itemLabel,startDate,endDate,sourceDate,psid
Q6899931,Monica Dacon,2002-06-03,2002-09-02,,Q6899931-B52C635A-18E1-4666-8E69-E1E29911F4F4
Q354705,Frederick Ballantyne,2002-09-02,,,Q354705-8D8CCF68-0FC5-4247-8B65-5ECA2123BAEC
