position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q1055894,deputy,,<noval>,1,Q86713407
Q3504856,substitute,,,1,Q354705
Q86713609,"Ministre de l’Agriculture, des Terres et de la Pêche",,,1,Q86713407
